Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Dew Point Units,DHI Units,DNI Units,GHI Units,Temperature Units,Pressure Units,Wind Direction Units,Wind Speed,Surface Albedo Units,Version
NSRDB,91486,-,-,-,34.85,-116.78,-8,561,-8,c,w/m2,w/m2,w/m2,c,mbar,Degrees,m/s,,v3.0.0
Year,Month,Day,Hour,Minute,DNI,DHI,GHI,Dew Point,Temperature,Pressure,Wind Direction,Wind Speed,Surface Albedo,,,,,,
2012,1,6,16,0,0.0,7.0,7.0,-21.76,-18.95,634.2458,322,3.8,0.216,,,,,,
2012,1,6,17,0,-0.0,0.0,0.0,-21.29,-18.7,634.7003,324,3.8,0.216,,,,,,
2012,1,6,18,0,-0.0,0.0,0.0,-20.82,-18.45,635.1549,326,3.8,0.216,,,,,,
2012,1,6,19,0,-0.0,0.0,0.0,-20.41,-18.1,635.3202,325,3.9,0.216,,,,,,
2012,1,6,20,0,-0.0,0.0,0.0,-20.0,-17.76,635.4855,325,4.0,0.216,,,,,,
2012,1,6,21,0,-0.0,0.0,0.0,-19.59,-17.41,635.6508,324,4.0,0.216,,,,,,
2012,1,6,22,0,-0.0,0.0,0.0,-19.61,-17.48,635.8367,321,4.1,0.216,,,,,,
2012,1,6,23,0,-0.0,0.0,0.0,-19.63,-17.55,636.0227,319,4.2,0.216,,,,,,
2012,1,6,24,0,-0.0,0.0,0.0,-19.65,-17.62,636.2086,316,4.3,0.216,,,,,,
2012,1,7,1,0,-0.0,0.0,0.0,-19.4,-17.39,636.4359,320,4.3,0.216,,,,,,
2012,1,7,2,0,-0.0,0.0,0.0,-19.16,-17.15,636.6632,324,4.2,0.216,,,,,,
2012,1,7,3,0,-0.0,0.0,0.0,-18.91,-16.92,636.8905,327,4.2,0.216,,,,,,
2012,1,7,4,0,-0.0,0.0,0.0,-19.12,-17.04,636.9730999999999,327,4.2,0.216,,,,,,
2012,1,7,5,0,-0.0,0.0,0.0,-19.33,-17.17,637.0558,326,4.2,0.216,,,,,,
2012,1,7,6,0,-0.0,0.0,0.0,-19.54,-17.3,637.1383999999999,325,4.2,0.216,,,,,,
2012,1,7,7,0,-0.0,0.0,0.0,-20.01,-17.32,637.1797,324,4.1,0.216,,,,,,
2012,1,7,8,0,-0.0,0.0,0.0,-20.5,-17.34,637.2211,323,4.0,0.216,,,,,,
2012,1,7,9,0,0.0,29.0,29.0,-21.01,-17.36,637.2624,322,3.8,0.216,,,,,,
2012,1,7,10,0,0.0,91.0,91.0,-20.55,-16.5,636.5599,321,3.8,0.216,,,,,,
2012,1,7,11,0,0.0,29.0,29.0,-20.12,-15.65,635.8574,320,3.7,0.216,,,,,,
2012,1,7,12,0,0.0,33.0,33.0,-19.7,-14.79,635.1549,320,3.6,0.216,,,,,,
2012,1,7,13,0,0.0,39.0,39.0,-19.27,-15.22,634.969,318,3.6,0.216,,,,,,
2012,1,7,14,0,0.0,28.0,28.0,-18.9,-15.66,634.783,316,3.5,0.216,,,,,,
2012,1,7,15,0,0.0,19.0,19.0,-18.58,-16.09,634.5971,314,3.5,0.216,,,,,,
2012,1,7,16,0,0.0,24.0,24.0,-18.09,-16.04,634.7417,312,3.5,0.216,,,,,,
2012,1,7,17,0,-0.0,0.0,0.0,-17.61,-15.98,634.8863,310,3.6,0.216,,,,,,
2012,1,7,18,0,-0.0,0.0,0.0,-17.15,-15.92,635.0309,308,3.6,0.216,,,,,,
2012,1,7,19,0,-0.0,0.0,0.0,-16.68,-15.52,635.0103,309,3.7,0.216,,,,,,
2012,1,7,20,0,-0.0,0.0,0.0,-16.22,-15.12,634.9896,309,3.7,0.216,,,,,,
2012,1,7,21,0,-0.0,0.0,0.0,-15.76,-14.72,634.969,310,3.8,0.216,,,,,,
2012,1,7,22,0,-0.0,0.0,0.0,-15.56,-14.56,634.8243,310,3.8,0.216,,,,,,
2012,1,7,23,0,-0.0,0.0,0.0,-15.37,-14.39,634.6797,311,3.8,0.216,,,,,,
2012,1,7,24,0,-0.0,0.0,0.0,-15.17,-14.22,634.5351,312,3.8,0.216,,,,,,
2012,1,8,1,0,-0.0,0.0,0.0,-15.03,-14.03,634.4938,313,3.7,0.216,,,,,,
2012,1,8,2,0,-0.0,0.0,0.0,-14.89,-13.85,634.4524,315,3.7,0.216,,,,,,
2012,1,8,3,0,-0.0,0.0,0.0,-14.76,-13.66,634.4111,317,3.6,0.216,,,,,,
2012,1,8,4,0,-0.0,0.0,0.0,-14.7,-13.52,634.4318,318,3.6,0.216,,,,,,
2012,1,8,5,0,-0.0,0.0,0.0,-14.65,-13.39,634.4524,318,3.6,0.216,,,,,,
2012,1,8,6,0,-0.0,0.0,0.0,-14.59,-13.26,634.4730999999999,318,3.6,0.216,,,,,,
2012,1,8,7,0,-0.0,0.0,0.0,-15.03,-13.58,634.6177,318,3.5,0.216,,,,,,
2012,1,8,8,0,-0.0,0.0,0.0,-15.47,-13.91,634.7623,317,3.5,0.216,,,,,,
2012,1,8,9,0,0.0,9.0,9.0,-15.91,-14.24,634.9069999999999,317,3.5,0.216,,,,,,
2012,1,8,10,0,0.0,21.0,21.0,-16.43,-14.25,634.6177,319,3.3,0.216,,,,,,
2012,1,8,11,0,0.0,29.0,29.0,-16.97,-14.27,634.3284,320,3.1,0.216,,,,,,
2012,1,8,12,0,0.0,33.0,33.0,-17.53,-14.28,634.0391999999999,322,2.9,0.216,,,,,,
2012,1,8,13,0,0.0,33.0,33.0,-17.54,-14.64,633.7293,326,3.1,0.216,,,,,,
2012,1,8,14,0,0.0,28.0,28.0,-17.55,-15.01,633.4193,331,3.3,0.216,,,,,,
2012,1,8,15,0,0.0,19.0,19.0,-17.58,-15.37,633.1094,335,3.5,0.216,,,,,,
2012,1,8,16,0,27.65,38.0,41.0,-17.41,-15.47,633.7499,335,3.6,0.216,,,,,,
2012,1,8,17,0,-0.0,0.0,0.0,-17.25,-15.56,634.3904,336,3.7,0.215,,,,,,
2012,1,8,18,0,-0.0,0.0,0.0,-17.09,-15.66,635.0309,337,3.8,0.215,,,,,,
2012,1,8,19,0,-0.0,0.0,0.0,-17.17,-15.72,635.5681,334,3.7,0.215,,,,,,
2012,1,8,20,0,-0.0,0.0,0.0,-17.25,-15.78,636.1054,332,3.6,0.215,,,,,,
2012,1,8,21,0,-0.0,0.0,0.0,-17.33,-15.84,636.6425,329,3.4,0.215,,,,,,
2012,1,8,22,0,-0.0,0.0,0.0,-17.65,-16.12,636.8078,329,3.6,0.215,,,,,,
2012,1,8,23,0,-0.0,0.0,0.0,-17.96,-16.4,636.9730999999999,328,3.8,0.215,,,,,,
2012,1,8,24,0,-0.0,0.0,0.0,-18.27,-16.67,637.1383999999999,327,4.0,0.215,,,,,,
2012,1,9,1,0,-0.0,0.0,0.0,-17.77,-16.22,637.2831,328,3.8,0.215,,,,,,
2012,1,9,2,0,-0.0,0.0,0.0,-17.27,-15.77,637.4277,330,3.7,0.215,,,,,,
2012,1,9,3,0,-0.0,0.0,0.0,-16.76,-15.32,637.5723,331,3.5,0.215,,,,,,
2012,1,9,4,0,-0.0,0.0,0.0,-16.77,-15.29,637.7583,332,3.6,0.215,,,,,,
2012,1,9,5,0,-0.0,0.0,0.0,-16.77,-15.27,637.9442,332,3.6,0.215,,,,,,
2012,1,9,6,0,-0.0,0.0,0.0,-16.78,-15.25,638.1302,333,3.7,0.215,,,,,,
2012,1,9,7,0,-0.0,0.0,0.0,-17.16,-15.35,638.5021,332,3.6,0.215,,,,,,
2012,1,9,8,0,-0.0,0.0,0.0,-17.55,-15.46,638.874,331,3.5,0.215,,,,,,
2012,1,9,9,0,0.0,54.0,54.0,-17.94,-15.57,639.2459,330,3.3,0.215,,,,,,
2012,1,9,10,0,0.0,106.0,106.0,-18.47,-15.22,639.0806,331,3.2,0.215,,,,,,
2012,1,9,11,0,0.0,35.0,35.0,-19.07,-14.88,638.9153,331,3.1,0.215,,,,,,
2012,1,9,12,0,0.0,34.0,34.0,-19.74,-14.53,638.75,332,3.0,0.215,,,,,,
2012,1,9,13,0,0.0,33.0,33.0,-19.8,-15.13,638.626,333,3.0,0.215,,,,,,
2012,1,9,14,0,0.0,28.0,28.0,-19.9,-15.73,638.5021,334,3.0,0.215,,,,,,
2012,1,9,15,0,0.0,19.0,19.0,-20.01,-16.33,638.3781,335,3.0,0.215,,,,,,
2012,1,9,16,0,0.0,8.0,8.0,-19.81,-16.61,638.874,333,3.2,0.215,,,,,,
2012,1,9,17,0,-0.0,0.0,0.0,-19.64,-16.88,639.3699,331,3.4,0.215,,,,,,
2012,1,9,18,0,-0.0,0.0,0.0,-19.47,-17.16,639.8657,329,3.5,0.215,,,,,,
2012,1,9,19,0,-0.0,0.0,0.0,-19.04,-16.89,640.1757,328,3.4,0.215,,,,,,
2012,1,9,20,0,-0.0,0.0,0.0,-18.61,-16.63,640.4856,327,3.3,0.215,,,,,,
2012,1,9,21,0,-0.0,0.0,0.0,-18.18,-16.36,640.7955000000001,326,3.3,0.215,,,,,,
2012,1,9,22,0,-0.0,0.0,0.0,-17.82,-16.17,640.8368,326,3.4,0.215,,,,,,
2012,1,9,23,0,-0.0,0.0,0.0,-17.47,-15.98,640.8782,326,3.5,0.215,,,,,,
2012,1,9,24,0,-0.0,0.0,0.0,-17.12,-15.78,640.9195,326,3.6,0.215,,,,,,
2012,1,10,1,0,-0.0,0.0,0.0,-16.57,-15.24,640.8162,327,3.5,0.215,,,,,,
2012,1,10,2,0,-0.0,0.0,0.0,-16.01,-14.71,640.7128,328,3.4,0.215,,,,,,
2012,1,10,3,0,-0.0,0.0,0.0,-15.46,-14.17,640.6095,329,3.3,0.215,,,,,,
2012,1,10,4,0,-0.0,0.0,0.0,-15.23,-13.94,640.6922,330,3.4,0.215,,,,,,
2012,1,10,5,0,-0.0,0.0,0.0,-14.99,-13.71,640.7748,330,3.5,0.215,,,,,,
2012,1,10,6,0,-0.0,0.0,0.0,-14.76,-13.49,640.8575,331,3.6,0.215,,,,,,
2012,1,10,7,0,-0.0,0.0,0.0,-15.13,-13.57,641.0021,331,3.5,0.215,,,,,,
2012,1,10,8,0,-0.0,0.0,0.0,-15.51,-13.66,641.1467,331,3.5,0.215,,,,,,
2012,1,10,9,0,0.0,52.0,52.0,-15.9,-13.74,641.2914,331,3.4,0.215,,,,,,
2012,1,10,10,0,0.0,102.0,102.0,-15.95,-13.3,640.8368,333,3.2,0.215,,,,,,
2012,1,10,11,0,0.0,30.0,30.0,-16.01,-12.86,640.3823,335,3.0,0.215,,,,,,
2012,1,10,12,0,0.0,34.0,34.0,-16.11,-12.42,639.9277,337,2.8,0.215,,,,,,
2012,1,10,13,0,0.0,33.0,33.0,-16.67,-13.02,639.6385,341,2.8,0.215,,,,,,
2012,1,10,14,0,0.0,29.0,29.0,-17.23,-13.62,639.3492,346,2.7,0.215,,,,,,
2012,1,10,15,0,0.0,20.0,20.0,-17.79,-14.21,639.0599,350,2.7,0.215,,,,,,
2012,1,10,16,0,0.0,8.0,8.0,-17.57,-14.2,639.4938,348,2.6,0.215,,,,,,
2012,1,10,17,0,-0.0,0.0,0.0,-17.35,-14.18,639.9277,345,2.5,0.215,,,,,,
2012,1,10,18,0,-0.0,0.0,0.0,-17.13,-14.16,640.3616000000001,343,2.4,0.215,,,,,,
2012,1,10,19,0,-0.0,0.0,0.0,-17.01,-14.31,640.6095,340,2.0,0.215,,,,,,
